,reference,eval,EC,enzyme_name,reaction,description,temperature,ionic_strength,p_h,p_mg,default_ionic_strength,standard_dg_prime,balance,weight,decompose,standard_dg,stoichiometry,reaction_id,standard_dg_cc,standard_dg_rc,standard_dg_gc
1580,59SHO/PRI,C,1.1.1.140,sorbitol-6-phosphate dehydrogenase,"Compound(id=11, inchi_key=BAWFJGJZGIEFAR-NNYOXOHSSA-M) + Compound(id=372, inchi_key=GACTWZZMVMUKNG-SLPGGIOYSA-L) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=13, inchi_key=BOPGDPNILDQYTO-NNYOXOHSSA-L) + Compound(id=125172, inchi_key=BGWGXPAPYGQALX-VRPWFDPXSA-N
)",D-sorbitol 6-phosphate(aq) + NAD(aq) = D-fructose 6-phosphate(aq) + NADH(aq),298.15,0.25,9.31,,True,-1.9535028501585654,True,1.0,,55.79815789103213,"{372: -1.0, 11: -1.0, 125172: 1.0, 13: 1.0, 3: 1.0}",-1703824149842412078,57.92053757350095,57.92053757349777,62.452324466857306
1581,55BUR,C,1.1.1.6,glycerol dehydrogenase,"Compound(id=11, inchi_key=BAWFJGJZGIEFAR-NNYOXOHSSA-M) + Compound(id=74384, inchi_key=PEDCQBHIVMGVHV-UHFFFAOYSA-N) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=13, inchi_key=BOPGDPNILDQYTO-NNYOXOHSSA-L) + Compound(id=438, inchi_key=RXKJFZQQPQGTFL-UHFFFAOYSA-N)",glycerol(aq) + NAD(aq) = dihydroxyacetone(aq) + NADH(aq),298.15,0.25,7.1,,True,23.925516131708438,True,1.0,,67.42762816907992,"{74384: -1.0, 11: -1.0, 438: 1.0, 13: 1.0, 3: 1.0}",-6169327627621067332,66.8395826586563,66.83958265865738,65.41409610127923
1582,96TEW/GOL,A,1.1.1.14,L-iditol 2-dehydrogenase,"Compound(id=11, inchi_key=BAWFJGJZGIEFAR-NNYOXOHSSA-M) + Compound(id=447, inchi_key=FBPFZTCFMRRESA-JGWLITMVSA-N) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=13, inchi_key=BOPGDPNILDQYTO-NNYOXOHSSA-L) + Compound(id=1260, inchi_key=BJHIKXHVCXFQLS-UYFOZJQFSA-N)",D-sorbitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq),298.15,0.25,7.63,,True,5.858249984857142,True,1.0,,52.55306715701289,"{447: -1.0, 11: -1.0, 1260: 1.0, 13: 1.0, 3: 1.0}",8678503864598892769,54.35469009182134,54.35469009182191,65.41409610127923
1583,69SHE/ALE,C,2.4.1.20,cellobiose phosphorylase,"Compound(id=12, inchi_key=NBIIXXVUZAFLBC-UHFFFAOYSA-L) + Compound(id=4851, inchi_key=FYGDTMLNYKFZSV-ZWSAEMDYSA-N) = Compound(id=1056, inchi_key=GUBGYTABKSRVRQ-QRZGKKJRSA-N) + Compound(id=74381, inchi_key=HXXFSFRBOHSIMQ-GASJEMHNSA-L)",cellotriose(aq) + orthophosphate(aq) = cellobiose(aq) + D-glucose 1-phosphate(aq),310.15,0.25,7.5,,True,2.361598710778291,True,1.0,,2.2128095406231894,"{4851: -1.0, 12: -1.0, 1056: 1.0, 74381: 1.0}",-7948791453869692731,2.2128095406123975,2.2128095406178545,5.410784376026868
1584,96TEW/GOL,A,1.1.1.14,L-iditol 2-dehydrogenase,"Compound(id=11, inchi_key=BAWFJGJZGIEFAR-NNYOXOHSSA-M) + Compound(id=486, inchi_key=HEBKCHPVOIAQTA-SCDXWVJYSA-N) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=13, inchi_key=BOPGDPNILDQYTO-NNYOXOHSSA-L) + Compound(id=567, inchi_key=ZAQJHHRNXZUBTE-WUJLRWPWSA-N)",xylitol(aq) + NAD(aq) = D-xylulose(aq) + NADH(aq),298.15,0.25,7.51,,True,16.622159377546254,True,1.0,,62.60928333256406,"{486: -1.0, 11: -1.0, 567: 1.0, 13: 1.0, 3: 1.0}",-1826395897549750037,62.32071496435299,62.320714964346564,65.41409610127923
1585,76WEI/KIR,C,4.2.1.20,tryptophan synthase,"Compound(id=71, inchi_key=LXJXRIRHZLFYRP-VKHMYHEASA-L) + Compound(id=357, inchi_key=SIKJAQJRHWYJAI-UHFFFAOYSA-N) = Compound(id=807, inchi_key=NQEQTYPJSIEPHW-MNOVXSKESA-L)",D-glyceraldehyde 3-phosphate(aq) + indole(aq) = 1-(indol-3-yl)glycerol 3-phosphate(aq),298.15,0.25,7.8,,True,-19.178475249796804,True,1.0,,-19.172186678456292,"{71: -1.0, 357: -1.0, 807: 1.0}",-6887066427793020839,-19.17218667846123,-19.1721866784585,-12.31770258284459
1586,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.065,5.42,,False,-5.435272738677549,True,1.0,,-3.644473726098175,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1587,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.065,6.45,,False,-5.923529290527689,True,1.0,,-5.506844029273639,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1588,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.065,7.5,,False,-6.172341804047854,True,1.0,,-6.128776622650519,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1589,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.065,7.89,,False,-6.185349628990269,True,1.0,,-6.167393444250778,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1590,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),293.15,0.065,6.22,,False,-5.562542618708162,True,1.0,,-4.936384915864618,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1591,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),293.15,0.065,7.24,,False,-5.902689477316631,True,1.0,,-5.825489646525906,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1592,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),293.15,0.065,8.06,,False,-6.000060839517079,True,1.0,,-5.98801327992181,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1593,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.046,7.4,1.34,False,-6.108506043765474,True,1.0,,-6.0451457843853404,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1594,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.032,7.4,1.48,False,-6.110734417639213,True,1.0,,-6.037651589909839,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1595,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.059000000000000004,7.4,1.34,False,-6.183186317135559,True,1.0,,-6.126194413614964,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1596,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.3,7.45,,False,-5.911504558866045,True,1.0,,-5.889089255427369,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1597,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.038,7.4,1.48,False,-6.121846815455026,True,1.0,,-6.053421177926915,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1598,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.065,6.2,,False,-5.805651576875658,True,1.0,,-5.146213908716504,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1599,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.065,7.1,,False,-6.130701575010961,True,1.0,,-6.0240514180911156,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1600,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.065,6.66,,False,-5.975766678682821,True,1.0,,-5.701974914100852,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1601,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.3,7.8,,False,-6.072581349407717,True,1.0,,-6.062460073740156,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1602,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.085,7.4,1.34,False,-6.06578806034727,True,1.0,,-6.0175395050660425,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1603,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.3,7.01,,False,-5.906678548769424,True,1.0,,-5.845957025635459,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1604,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.3,8.12,,False,-6.146122904760229,True,1.0,,-6.14114806146945,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1605,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.3,7.55,,False,-6.003809749341764,True,1.0,,-5.985956926334965,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1606,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.3,7.89,,False,-6.063519553665387,True,1.0,,-6.05525540109461,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1607,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.3,7.89,,False,-6.063519553665387,True,1.0,,-6.05525540109461,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1608,74CLA/BIR,A,5.4.2.1,phosphoglycerate mutase,"Compound(id=261, inchi_key=GXIURPTVHJPJLF-UWTATZPHSA-K) = Compound(id=118, inchi_key=OSJPPGNTCRNQQC-UWTATZPHSA-K)",2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),303.15,0.3,6.97,,False,-5.815688149912308,True,1.0,,-5.749263058187065,"{261: -1.0, 118: 1.0}",5869599680138152393,-4.119928932554103,-4.119928932550465,-6.1616572651222725
1609,61DOU,D,2.4.1.7,sucrose phosphorylase,"Compound(id=12, inchi_key=NBIIXXVUZAFLBC-UHFFFAOYSA-L) + Compound(id=159, inchi_key=CZMRCDWAGMRECN-UGDNZRGBSA-N) = Compound(id=1260, inchi_key=BJHIKXHVCXFQLS-UYFOZJQFSA-N) + Compound(id=74381, inchi_key=HXXFSFRBOHSIMQ-GASJEMHNSA-L)",sucrose(aq) + orthophosphate(aq) =-D-glucose 1-phosphate(aq) + D-fructose(aq),303.15,0.25,6.6,,True,-7.546778343828785,True,1.0,,-8.462512576087505,"{159: -1.0, 12: -1.0, 74381: 1.0, 1260: 1.0}",73556005248960653,-8.8498091587702,-8.849809158760422,-5.318524449104984
1610,65GAU/WOL,C,4.3.2.3,ureidoglycolate lyase,"Compound(id=467, inchi_key=NWZYYCVIOKVTII-SFOWXEAESA-M) = Compound(id=66, inchi_key=HHLFWLYXYJOTON-UHFFFAOYSA-M) + Compound(id=110, inchi_key=XSQUKJJJFZCRTK-UHFFFAOYSA-N)",(-)-ureidoglycolate(aq) = glyoxylate(aq) + urea(aq),303.15,0.25,8.4,,True,4.779180083604867,True,1.0,,4.771635136860892,"{467: -1.0, 66: 1.0, 110: 1.0}",-3019652017653239079,4.872167737730706,4.872167737730592,-12.35918576487785
1611,65GAU/WOL,C,4.3.2.3,ureidoglycolate lyase,"Compound(id=467, inchi_key=NWZYYCVIOKVTII-SFOWXEAESA-M) = Compound(id=66, inchi_key=HHLFWLYXYJOTON-UHFFFAOYSA-M) + Compound(id=110, inchi_key=XSQUKJJJFZCRTK-UHFFFAOYSA-N)",(-)-ureidoglycolate(aq) = glyoxylate(aq) + urea(aq),303.15,0.25,8.8,,True,4.952985304122316,True,1.0,,4.949491032010799,"{467: -1.0, 66: 1.0, 110: 1.0}",-3019652017653239079,4.872167737730706,4.872167737730592,-12.35918576487785
1612,66ALL,B,1.1.99.7,lactate-malate transhydrogenase,"Compound(id=48, inchi_key=KHPXUQMNIQBQEV-UHFFFAOYSA-L) + Compound(id=169, inchi_key=JVTAAEKCZFNVCJ-REOHCLBHSA-M) = Compound(id=25, inchi_key=LCTONWCANYUPML-UHFFFAOYSA-M) + Compound(id=92, inchi_key=BJEPYKJPYRNKOW-REOHCLBHSA-L)",(S)-lactate(aq) + oxaloacetate(aq) = (S)-malate(aq) + pyruvate(aq),303.15,0.25,7.5,,True,-1.480738353234793,True,1.0,,-1.4781600544679752,"{169: -1.0, 48: -1.0, 92: 1.0, 25: 1.0}",-7526705103169414843,-2.759989912998435,-2.7599899130087238,0.0
1613,71TAN/JOH,C,2.3.1.8&2.3.1.54,phosphate acetyltransferase and formate C-acetyltransferase,"Compound(id=12, inchi_key=NBIIXXVUZAFLBC-UHFFFAOYSA-L) + Compound(id=25, inchi_key=LCTONWCANYUPML-UHFFFAOYSA-M) = Compound(id=41, inchi_key=BDAGIHXWWSANSR-UHFFFAOYSA-M) + Compound(id=266, inchi_key=LIPOUNRJVLNBCD-UHFFFAOYSA-L)",pyruvate(aq) + orthophosphate(aq) = acetyl phosphate(aq) + formate(aq),310.15,0.25,7.2,,True,-8.081255043195236,True,1.0,,-8.355158812753851,"{25: -1.0, 12: -1.0, 266: 1.0, 41: 1.0}",8988781388550622025,-11.619988050480174,-11.619988050472273,2.8681776409698614
1627,49MEY/GRE,C,3.1.3.1,alkaline phosphatase,"Compound(id=5, inchi_key=XLYOFNOQVPJJNP-UHFFFAOYSA-N) + Compound(id=29047, inchi_key=VFRROHXSMXFLSN-KVTDHHQDSA-L) = Compound(id=12, inchi_key=NBIIXXVUZAFLBC-UHFFFAOYSA-L) + Compound(id=172, inchi_key=WQZGKKKJIJFFOK-QTVWNMPRSA-N)",D-mannose 6-phosphate(aq) + H2O(l) = D-mannose(aq) + orthophosphate(aq),311.15,0.25,8.5,,True,-9.47271198346582,True,1.0,,-9.455335381512374,"{29047: -1.0, 5: -1.0, 172: 1.0, 12: 1.0}",4263113047018564859,-9.159816069229919,-9.159816069230175,-13.290633154752356
1628,91KRA/GYG,A,4.1.3.3,N-acetylneuraminate lyase,"Compound(id=214, inchi_key=SQVRNKJHWKZAKO-LUWBGTNYSA-M) = Compound(id=25, inchi_key=LCTONWCANYUPML-UHFFFAOYSA-M) + Compound(id=2133, inchi_key=MBLBDJOUHNCFQT-XAMCCFCMSA-N)",N-acetylneuraminate(aq) = N-acetyl-D-mannosamine(aq) + pyruvate(aq),283.15,0.25,7.5,,True,10.406858887551016,True,1.0,,10.426703609799679,"{214: -1.0, 2133: 1.0, 25: 1.0}",-5633891264630581004,7.90066348620644,7.900663486209567,-0.10553297391950878
1629,91KRA/GYG,A,4.1.3.3,N-acetylneuraminate lyase,"Compound(id=214, inchi_key=SQVRNKJHWKZAKO-LUWBGTNYSA-M) = Compound(id=25, inchi_key=LCTONWCANYUPML-UHFFFAOYSA-M) + Compound(id=2133, inchi_key=MBLBDJOUHNCFQT-XAMCCFCMSA-N)",N-acetylneuraminate(aq) = N-acetyl-D-mannosamine(aq) + pyruvate(aq),298.15,0.25,7.5,,True,8.320211432373094,True,1.0,,8.341350234644514,"{214: -1.0, 2133: 1.0, 25: 1.0}",-5633891264630581004,7.90066348620644,7.900663486209567,-0.10553297391950878
1630,92XIA/XUE,C,5.4.2.8,phosphomannomutase,"Compound(id=785, inchi_key=HXXFSFRBOHSIMQ-QTVWNMPRSA-L) = Compound(id=29047, inchi_key=VFRROHXSMXFLSN-KVTDHHQDSA-L)",D-mannose 1-phosphate(aq) = D-mannose 6-phosphate(aq),303.15,0.25,7.5,,True,-7.015934873682629,True,1.0,,-6.981502404283936,"{785: -1.0, 29047: 1.0}",6471062896476025124,-4.222121636074917,-4.222121636078327,-5.003366152295484
1631,52ASK,C,2.7.3.2,creatine kinase,"Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=379, inchi_key=CVSVTCORWBXHQV-UHFFFAOYSA-N) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) + Compound(id=74456, inchi_key=DRBBFCLWYRJSJZ-UHFFFAOYSA-L)",ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),311.15,0.25,8.5,,True,8.322907199263323,True,1.0,,57.211803592281655,"{6: -1.0, 379: -1.0, 10: 1.0, 74456: 1.0, 3: 1.0}",407900310599463305,52.273880104655575,52.27388010465296,50.85929143936096
1632,52ASK,C,2.7.3.2,creatine kinase,"Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=379, inchi_key=CVSVTCORWBXHQV-UHFFFAOYSA-N) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) + Compound(id=74456, inchi_key=DRBBFCLWYRJSJZ-UHFFFAOYSA-L)",ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),311.15,0.25,8.5,,True,4.1614535996316615,True,1.0,,53.05034999265,"{6: -1.0, 379: -1.0, 10: 1.0, 74456: 1.0, 3: 1.0}",407900310599463305,52.273880104655575,52.27388010465296,50.85929143936096
1633,54UTT/KUR,C,4.1.1.32,phosphoenolpyruvate carboxykinase (GTP),"Compound(id=5, inchi_key=XLYOFNOQVPJJNP-UHFFFAOYSA-N) + Compound(id=48, inchi_key=KHPXUQMNIQBQEV-UHFFFAOYSA-L) + Compound(id=402, inchi_key=HAEJPQIATWHALX-KQYNXXCUSA-J) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=60, inchi_key=BVKZGUZCCUSVTD-UHFFFAOYSA-M) + Compound(id=70, inchi_key=DTBNBXWJWCWCIK-UHFFFAOYSA-K) + Compound(id=472, inchi_key=JPXZQMKKFWMMGK-KQYNXXCUSA-K)",ITP(aq) + oxaloacetate(aq) + H2O(l) = IDP(aq) + phosphoenolpyruvate(aq) + carbon dioxide(aq),303.15,0.25,7.6,,True,-6.25991843683966,True,1.0,,37.952760971321545,"{402: -1.0, 48: -1.0, 5: -1.0, 472: 1.0, 70: 1.0, 60: 1.0, 3: 1.0}",-306019141385636712,42.16024955815169,42.160249558155556,49.56827931514931
1634,73GUY/VEE,A,2.3.1.8&2.7.2.1,phosphate acetyltransferase and acetate kinase,"Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=15, inchi_key=RGJOEKWQDUBAIZ-IBOSZNHHSA-J) + Compound(id=28, inchi_key=QTBSBXVTEAMEQO-UHFFFAOYSA-M) = Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) + Compound(id=12, inchi_key=NBIIXXVUZAFLBC-UHFFFAOYSA-L) + Compound(id=23, inchi_key=ZSLZBFCDCINBPY-ZSJPKINUSA-J)",CoA(aq) + acetate(aq) + ATP(aq) = acetyl-CoA(aq) + ADP(aq) + orthophospate(aq),311.15,0.25,7.01,3.16,False,3.563878076096495,True,1.0,,0.9742476335622352,"{15: -1.0, 28: -1.0, 6: -1.0, 23: 1.0, 10: 1.0, 12: 1.0}",-7053209106674124044,2.406717642565127,2.406717642566832,1.0154864528400367
1635,73GUY/VEE,A,2.3.1.8&2.7.2.1,phosphate acetyltransferase and acetate kinase,"Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=15, inchi_key=RGJOEKWQDUBAIZ-IBOSZNHHSA-J) + Compound(id=28, inchi_key=QTBSBXVTEAMEQO-UHFFFAOYSA-M) = Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) + Compound(id=12, inchi_key=NBIIXXVUZAFLBC-UHFFFAOYSA-L) + Compound(id=23, inchi_key=ZSLZBFCDCINBPY-ZSJPKINUSA-J)",CoA(aq) + acetate(aq) + ATP(aq) = acetyl-CoA(aq) + ADP(aq) + orthophospate(aq),311.15,0.25,7.01,2.39,False,4.566506541825256,True,1.0,,1.9768760992909962,"{15: -1.0, 28: -1.0, 6: -1.0, 23: 1.0, 10: 1.0, 12: 1.0}",-7053209106674124044,2.406717642565127,2.406717642566832,1.0154864528400367
1636,73GUY/VEE,A,2.3.1.8&2.7.2.1,phosphate acetyltransferase and acetate kinase,"Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=15, inchi_key=RGJOEKWQDUBAIZ-IBOSZNHHSA-J) + Compound(id=28, inchi_key=QTBSBXVTEAMEQO-UHFFFAOYSA-M) = Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) + Compound(id=12, inchi_key=NBIIXXVUZAFLBC-UHFFFAOYSA-L) + Compound(id=23, inchi_key=ZSLZBFCDCINBPY-ZSJPKINUSA-J)",CoA(aq) + acetate(aq) + ATP(aq) = acetyl-CoA(aq) + ADP(aq) + orthophospate(aq),311.15,0.25,7.01,3.54,False,2.4017374967354184,True,1.0,,-0.18789294579884164,"{15: -1.0, 28: -1.0, 6: -1.0, 23: 1.0, 10: 1.0, 12: 1.0}",-7053209106674124044,2.406717642565127,2.406717642566832,1.0154864528400367
